,title,cast,crew,genres,keywords,original_language
4487,breaking_in,"['burt_reynolds', 'casey_siemaszko', 'sheila_kelley', 'lorraine_toussaint']",['bill_forsyth'],"['action', 'adventure', 'comedy']",[],en
4488,c_h_u_d_ii_bud_the_chud,"['brian_robbins', 'bill_calvert', 'tricia_leigh_fisher', 'robert_vaughn', 'gerrit_graham', 'larry_cedar', 'bianca_jagger', 'larry_linville', 'judd_omen', 'jack_riley', 'sandra_kerns', 'june_lockhart', 'norman_fell', 'priscilla_pointer', 'clive_revill', 'jeffery_feaster', 'mary_margaret_patts', 'gregg_binkley', 'warren_selko', 'andy_steinlen']",['david_irving'],"['horror', 'comedy', 'science_fiction']","['monster', 'experiment', 'mutant', 'mutation', 'halloween']",en
4489,casualties_of_war,"['michael_j_fox', 'sean_penn', 'don_harvey', 'john_c_reilly', 'john_leguizamo', 'ving_rhames', 'thuy_thu_le', 'erik_king', 'jack_gwaltney', 'dan_martin', 'dale_dye']",['brian_de_palma'],"['drama', 'history', 'war']","['rape', 'menace', 'vietnam_war', 'vietcong', 'court']",en
4490,chances_are,"['cybill_shepherd', 'robert_downey_jr_', 'mary_stuart_masterson', 'christopher_mcdonald', 'josef_sommer', 'joe_grifasi', 'ryan_o_neal']",['emile_ardolino'],"['fantasy', 'comedy', 'science_fiction', 'romance']","['paradise', 'heaven', 'loss_of_husband', 'daughter', 'afterlife']",en
4491,cookie,"['peter_falk', 'dianne_wiest', 'michael_v_gazzo', 'brenda_vaccaro', 'adrian_pasdar', 'jerry_lewis', 'emily_lloyd', 'joy_behar', 'ricki_lake']",['susan_seidelman'],"['comedy', 'crime']","['rebel', 'mafia', 'gangster', 'woman_director']",en
4492,cyborg,"['jean_claude_van_damme', 'deborah_richter', 'vincent_klyn', 'alex_daniels', 'ralf_moeller', 'dayle_haddon', 'blaise_loong', 'haley_peterson', 'terrie_batson', 'jackson_rock_pinckney', 'janice_graser', 'robert_pentz', 'sharon_k_tew', 'chuck_allen', 'stefanos_miltsakakis', 'kristina_sebastian']",['albert_pyun'],"['action', 'science_fiction']","['cyborg', 'martial_arts', 'future', 'post_apocalyptic', 'heilmittel']",en
4493,dad,"['jack_lemmon', 'ted_danson', 'ethan_hawke', 'kevin_spacey', 'olympia_dukakis', 'kathy_baker', 'zakes_mokae', 'j_t_walsh', 'peter_michael_goetz', 'john_apicella', 'richard_mcgonagle', 'art_frankel']",['gary_david_goldberg'],"['drama', 'comedy']","['father_son_relationship', 'heart_attack']",en
4494,dead_bang,"['don_johnson', 'penelope_ann_miller', 'william_forsythe', 'bob_balaban', 'frank_military', 'tate_donovan']",['john_frankenheimer'],"['action', 'adventure', 'drama', 'thriller']","['neo_nazi', 'colorado', 'suspense', 'los_angeles']",en
4495,disorganized_crime,"['hoyt_axton', 'corbin_bernsen', 'ruben_blades', 'fred_gwynne', 'lou_diamond_phillips', 'william_russ', 'marie_butler', 'gregory_wurster', 'patrick_collins', 'mitch_carter', 'dean_norris', 'thomas_schellenberg', 'robert_k_feldmann', 'david_hart', 'jeff_duus', 'noah_keen', 'marie_stelin', 'dena_dietrich', 'monica_rapalli', 'john_oblinger', 'tony_lecce', 'ed_o_neill', 'daniel_roebuck']",['jim_kouf'],"['action', 'comedy']",['independent_film'],en
4496,dream_a_little_dream,"['corey_feldman', 'corey_haim', 'jason_robards', 'meredith_salenger', 'piper_laurie', 'harry_dean_stanton', 'susan_blakely', 'william_mcnamara', 'matt_adler', 'victoria_jackson', 'alex_rocco', 'ria_pavia', 'lala_sloatman']",['marc_rocco'],"['fantasy', 'comedy', 'science_fiction', 'romance']",[],en
4497,the_dream_team,"['michael_keaton', 'christopher_lloyd', 'peter_boyle', 'stephen_furst', 'lorraine_bracco', 'james_remar', 'dennis_boutsikaris', 'philip_bosco', 'milo_o_shea']",['howard_zieff'],['comedy'],[],en
4498,a_dry_white_season,"['donald_sutherland', 'janet_suzman', 'zakes_mokae', 'jurgen_prochnow', 'susan_sarandon', 'marlon_brando', 'winston_ntshona', 'thoko_ntshinga', 'leonard_maguire', 'gerard_thoolen', 'michael_gambon', 'susannah_harker', 'richard_wilson', 'ronald_pickup', 'paul_brooke', 'david_de_keyser', 'stella_dickin', 'rosemary_martin', 'rowen_elmes']",['euzhan_palcy'],"['drama', 'mystery']",['woman_director'],en
4499,earth_girls_are_easy,"['geena_davis', 'jeff_goldblum', 'damon_wayans', 'julie_brown', 'michael_mckean', 'charles_rocket', 'larry_linville', 'rick_overton', 'diane_stilwell', 'juney_ellis', 'felix_montano', 'rick_hurst', 'leslie_morris', 'lisa_fuller', 'stacey_travis', 'angelyne', 'jake_jundef', 'susan_krebs', 'larri_thomas', 'wayne_crescendo_ward', 'jim_carrey']",['julien_temple'],"['music', 'comedy', 'drama', 'romance', 'science_fiction']","['dancing', 'sex', 'dream', 'musical', 'police']",en
4500,eddie_and_the_cruisers_ii_eddie_lives_,"['michael_pare', 'marina_orsini', 'bernie_coulson', 'matthew_laurance']",['jean_claude_lord'],"['drama', 'thriller', 'music']",[],en
4501,eddie_and_the_cruisers,"['tom_berenger', 'michael_pare', 'joe_pantoliano', 'ellen_barkin', 'matthew_laurance', 'helen_schneider', 'david_wilson', 'michael_tunes_antunes', 'kenny_vance', 'john_stockwell', 'roberto_lombardi', 'greg_sheridan']",['martin_davidson'],"['drama', 'music']",['music'],en
4502,enemies_a_love_story,"['ron_silver', 'anjelica_huston', 'lena_olin', 'malgorzata_zajaczkowska', 'alan_king', 'judith_malina', 'rita_karin', 'phil_leeds', 'elya_baskin', 'paul_mazursky']",['paul_mazursky'],"['comedy', 'drama', 'romance']","['survivor', 'jewish']",en
4503,erik_the_viking,"['tim_robbins', 'mickey_rooney', 'eartha_kitt', 'terry_jones', 'imogen_stubbs', 'john_cleese', 'tsutomu_sekine', 'antony_sher', 'gary_cady', 'charles_mckeown', 'tim_mcinnerny', 'john_gordon_sinclair', 'richard_ridings', 'freddie_jones', 'samantha_bond', 'danny_schiller', 'jim_broadbent', 'jim_carter', 'matyelok_gibbs', 'jay_simpson', 'jay_simpson', 'sian_thomas', 'sarah_crowden', 'bernard_padden', 'tilly_vosburgh', 'dave_duffy']",['terry_jones'],"['adventure', 'fantasy', 'comedy']","['norway', 'norwegian', 'viking']",en
4504,the_experts,"['john_travolta', 'arye_gross', 'kelly_preston', 'deborah_foreman', 'james_keach', 'jan_rubes', 'brian_doyle_murray', 'charles_martin_smith', 'rick_ducommun']",['dave_thomas'],"['action', 'comedy']","['soviet_union', 'russia', 'nightclub']",en
4505,family_business,"['sean_connery', 'dustin_hoffman', 'matthew_broderick', 'rosanna_desoto', 'janet_carroll', 'victoria_jackson', 'bill_mccutcheon', 'deborah_rush', 'marilyn_cooper', 'salem_ludwig', 'rex_everhart', 'james_tolkan', 'marilyn_sokol', 'thomas_a_carlin', 'tony_dibenedetto', 'wendell_pierce', 'john_capodice', 'luis_guzman', 'bd_wong', 'philip_ettington']",['sidney_lumet'],"['action', 'comedy', 'crime', 'drama', 'thriller']","['heist', 'criminal', 'life_sentence']",en
4506,farewell_to_the_king,"['nigel_havers', 'frank_mcrae', 'gerry_lopez', 'nick_nolte', 'marilyn_tokuda', 'choy_chang_wing', 'aki_aleong', 'marius_weyers', 'william_wise', 'wayne_pygram', 'richard_morgan', 'elan_oberon', 'james_fox', 'michael_nissman', 'john_bennett_perry']",['john_milius'],"['war', 'adventure']","['paradise', 'japanese', 'deserter', 'world_war_ii', 'island']",en
4507,fat_man_and_little_boy,"['paul_newman', 'dwight_schultz', 'bonnie_bedelia', 'john_cusack', 'laura_dern', 'ron_frazier', 'john_c_mcginley', 'natasha_richardson', 'ron_vawter', 'michael_brockman']",['roland_joffe'],"['war', 'drama', 'history']","['world_war_ii', 'atomic_bomb_test', 'biography']",en
4508,the_girl_in_a_swing,"['meg_tilly', 'rupert_frazer', 'nicholas_le_prevost', 'elspet_gray', 'lynsey_baxter', 'jean_boht', 'lorna_heilbron']",['gordon_hessler'],"['drama', 'thriller']",[],en
4509,gleaming_the_cube,"['christian_slater', 'tony_hawk', 'stacy_peralta', 'rodney_mullen', 'peter_kwong', 'steven_bauer', 'richard_herd', 'le_tuan', 'min_luong', 'art_chudabala', 'ed_lauter', 'micole_mercurio', 'charles_cyphers', 'max_perlich', 'tommy_guerrero', 'christian_jacobs', 'joe_gosha']",['graeme_clifford'],['drama'],"['skateboarding', 'los_angeles', 'skateboard']",en
4510,going_overboard,"['adam_sandler', 'scott_larose', 'tom_hodges', 'lisa_collins', 'adam_rifkin', 'peter_berg', 'billy_zane', 'burt_young', 'valerie_breiman', 'ricky_paull_goldin', 'warren_selko', 'billy_bob_thornton', 'allen_covert', 'steven_brill', 'joe_gieb', 'laura_mraz', 'elizabeth_primm', 'stacey_marie_palmer', 'lisa_c_vendetti', 'catherine_satterwhite', 'chris_bogard', 'milton_berle']",['valerie_breiman'],['comedy'],"['dictator', 'television', 'narration', 'rock_star', 'bartender']",en
4511,great_balls_of_fire_,"['dennis_quaid', 'winona_ryder', 'john_doe', 'stephen_tobolowsky', 'alec_baldwin', 'lisa_blount', 'trey_wilson', 'steve_allen', 'michael_st_gerard', 'mojo_nixon', 'kelli_clevenger', 'joshua_sheffield', 'jimmie_vaughan', 'robert_lesser', 'lisa_jane_persky', 'paula_person', 'valerie_wellington', 'carol_russell', 'crystal_robbins', 'tav_falco', 'ryan_rushton', 'bert_dedman', 'david_a_penhale', 'carl_bogan', 'richard_crowe', 'melisa_j_levine', 'cassie_pollard', 'mary_yeargin', 'mark_w_johnson', 'jody_lynne', 'joseph_woodward_jr_', 'linn_sitler', 'sara_van_horn', 'john_mulrooney', 'peter_cook', 'kim_smith', 'david_sibley', 'jamila_massey', 'ryan_ward', 'steven_o_donnell', 'bejay_baddin', 'kelly_marcel', 'julie_balloo', 'ruth_kettlewell', 'john_tordoff', 'keith_mcdaniel', 'stephanie_pope', 'lorraine_fields', 'rufus_thomas', 'maurice_miller', 'susan_lonergan', 'bonnie_beutler', 'chris_solari', 'snowy_winters', 'priscilla_harris', 'john_bloom', 'tike_kerby', 'darrell_kiedo', 'scott_sumers']",['jim_mcbride'],['drama'],"['musical', 'train', 'religious_fundamentalism', 'child_marriage', 'underage_bride']",en
4512,gross_anatomy,"['matthew_modine', 'christine_lahti', 'todd_field', 'daphne_zuniga', 'zakes_mokae', 'clyde_kusatsu', 'robert_desiderio', 'j_patrick_mcnamara', 'john_scott_clough', 'alice_carter', 'john_petlock', 'jan_munroe', 'kay_e_kuter', 'michael_flanagan', 'don_perry']",['thom_eberhardt'],"['comedy', 'drama', 'romance']",[],en
4513,happy_together,"['patrick_dempsey', 'helen_slater', 'dan_schneider', 'marius_weyers', 'barbara_babcock', 'kevin_hardesty', 'brad_pitt', 'gloria_hayes', 'steve_buscemi']",['mel_damski'],"['comedy', 'romance']","['college', 'dorm_room', 'writing_class', 'aspiring_actor', 'roommate_relationship']",en
4514,harlem_nights,"['eddie_murphy', 'richard_pryor', 'redd_foxx', 'danny_aiello', 'michael_lerner', 'della_reese', 'berlinda_tolbert', 'lela_rochon', 'jasmine_guy', 'christopher_jackson']",['eddie_murphy'],"['comedy', 'crime', 'drama']","['corruption', 'police', 'friends', 'rivalry', 'hoodlum']",en
4515,her_alibi,"['tom_selleck', 'paulina_porizkova', 'william_daniels', 'james_farentino', 'patrick_wayne', 'tess_harper', 'ronald_guttman', 'victor_argo', 'hurd_hatfield', 'bill_smitrovich', 'bobo_lewis', 'jane_welch', 'austin_hay', 'w_benson_terry', 'joan_copeland', 'liliana_komorowska', 'alan_mixon', 'barbara_caruso', 'marlene_bryan', 'william_aylward', 'sara_e_pfaff', 'trevor_soponis']",['bruce_beresford'],"['comedy', 'crime', 'mystery', 'romance']","['beautiful_woman', 'writer']",en
4516,homer_and_eddie,"['jim_belushi', 'whoopi_goldberg', 'anne_ramsey', 'karen_black', 'beah_richards', 'tracey_walter', 'john_waters', 'pruitt_taylor_vince', 'wayne_grace']",['andrei_konchalovsky'],"['drama', 'comedy']",[],en
4517,how_to_get_ahead_in_advertising,"['richard_e_grant', 'rachel_ward', 'richard_wilson', 'jacqueline_tong', 'john_shrapnel', 'susan_wooldridge', 'hugh_armstrong', 'mick_ford', 'jacqueline_pearce', 'christopher_simon', 'gino_melvazzi', 'tony_slattery', 'rachel_fielding', 'pip_torrens', 'jon_levitt', 'donald_hoath', 'pauline_melville', 'sean_bean', 'francesca_longrigg', 'tanveer_ghani', 'roddy_maude_roxby', 'joanna_mays', 'bruce_robinson', 'eric_idle', 'gordon_gostelow']",['bruce_robinson'],"['fantasy', 'comedy']","['independent_film', 'nervous_breakdown', 'advertising_executive', 'advertising_agency']",en
4518,immediate_family,"['glenn_close', 'james_woods', 'mary_stuart_masterson', 'kevin_dillon', 'linda_darlow', 'mimi_kennedy', 'charles_levin']",['jonathan_kaplan'],"['comedy', 'drama']",[],en
4519,in_country,"['bruce_willis', 'emily_lloyd', 'joan_allen', 'kevin_anderson']",['norman_jewison'],"['drama', 'comedy', 'romance']","['vietnam_veteran', 'kentucky']",en
4520,an_innocent_man,"['f_murray_abraham', 'laila_robins', 'david_rasche', 'tom_selleck', 'todd_graff', 'm_c_gainey', 'peter_van_norden', 'brian_j_williams', 'richard_young']",['peter_yates'],"['action', 'crime', 'drama', 'thriller']",[],en
4521,jacknife,"['robert_de_niro', 'kathy_baker', 'ed_harris', 'ivar_brogger', 'jordan_lund', 'charles_s_dutton', 'bruce_ramsay', 'jessalyn_gilsig', 'josh_pais']",['david_hugh_jones'],['drama'],[],en
4522,the_january_man,"['kevin_kline', 'susan_sarandon', 'mary_elizabeth_mastrantonio', 'harvey_keitel', 'danny_aiello', 'rod_steiger', 'alan_rickman', 'faye_grant', 'kenneth_welsh', 'jayne_haynes', 'brian_tarantina', 'bruce_macvittie', 'bill_cobbs', 'greg_walker', 'tandy_cronyn', 'bill_cwikowski']",['pat_o_connor'],"['crime', 'mystery', 'thriller']","['police', 'serial_killer', 'neo_noir']",en
4523,johnny_handsome,"['mickey_rourke', 'ellen_barkin', 'morgan_freeman', 'forest_whitaker', 'elizabeth_mcgovern', 'lance_henriksen', 'scott_wilson', 'david_schramm', 'peter_jason', 'yvonne_bryceland']",['walter_hill'],"['crime', 'drama']","['individual', 'prison', 'robbery', 'ex_detainee', 'operation']",en
4524,jesus_of_montreal,"['lothaire_bluteau', 'catherine_wilkening', 'johanne_marie_tremblay', 'remy_girard', 'robert_lepage', 'gilles_pelletier', 'yves_jacques']",['denys_arcand'],['drama'],"['male_nudity', 'library', 'transplantation', 'montreal', 'church']",fr
4525,k_9,"['jim_belushi', 'mel_harris', 'kevin_tighe', 'ed_o_neill', 'rando', 'daniel_davis', 'cotter_smith', 'john_snyder', 'pruitt_taylor_vince', 'james_handy', 'john_castellanos', 'sherman_howard', 'jeff_allin', 'jerry_levine', 'gary_combs', 'david_haskell', 'alan_blumenfeld', 'william_sadler', 'marjorie_bransfield', 'rick_cicetti', 'dan_castellaneta', 'wendel_meldrum', 'colleen_morris', 'mark_mooring', 'mckeiver_jones_iii', 'j_w_smith', 'dean_hill', 'steve_artiaga', 'lucy_butler', 'vic_cuccia', 'ralph_elias']",['rod_daniel'],"['action', 'comedy', 'crime']","['helicopter', 'police_operation', 'shadowing', 'police_headquarter', 'drug']",en
4526,kickboxer,"['jean_claude_van_damme', 'dennis_alexio', 'dennis_chan', 'michel_qissi', 'haskell_v_anderson_iii', 'rochelle_ashana', 'ka_ting_lee', 'richard_foo', 'ricky_liu', 'ho_ying_sin', 'tony_chan', 'brad_kerner', 'dean_harrington', 'mark_disalle', 'richard_santoro']","['jean_claude_van_damme', 'david_worth', 'mark_disalle']","['action', 'thriller']","['brother_brother_relationship', 'martial_arts', 'wheelchair', 'bangkok', 'thailand']",en
4527,last_exit_to_brooklyn,"['stephen_lang', 'jennifer_jason_leigh', 'burt_young', 'peter_dobson', 'jerry_orbach', 'sam_rockwell', 'alexis_arquette', 'stephen_baldwin']",['uli_edel'],['drama'],"['new_york', 'prostitute', 'sex', 'sexuality', 'based_on_novel']",en
4528,lean_on_me,"['morgan_freeman', 'beverly_todd', 'robert_guillaume', 'ethan_phillips', 'lynne_thigpen', 'michael_beach', 'tony_todd', 'karen_malina_white', 'alan_north', 'robin_bartlett', 'sandra_reaves_phillips', 'sloane_shelton', 'jermaine_huggy_hopkins', 'karina_arroyave', 'ivonne_coll', 'regina_taylor', 'michael_p_moran', 'john_ring', 'mike_starr', 'michael_imperioli', 'jennifer_mccomb', 'delilah_cotto', 'anthony_figueroa', 'jim_moody']",['john_g_avildsen'],['drama'],"['high_school', 'violence_in_schools', 'gang', 'drug_dealing', 'school_principal']",en
4529,let_it_ride,"['richard_dreyfuss', 'david_johansen', 'teri_garr', 'jennifer_tilly', 'allen_garfield', 'edward_walsh', 'richard_edson', 'david_schramm', 'john_roselius', 'joseph_walsh', 'ralph_seymour', 'cynthia_nixon', 'richard_dimitri', 'robert_towers', 'michelle_phillips', 'robbie_coltrane', 'tony_longo', 'mary_woronov']",['joe_pytka'],['comedy'],"['gambling', 'guard', 'compulsive_gambling', 'blood_donation', 'luck']",en
4530,leviathan,"['peter_weller', 'richard_crenna', 'amanda_pays', 'ernie_hudson', 'daniel_stern', 'hector_elizondo', 'lisa_eilbacher', 'michael_carmine', 'meg_foster', 'eugene_lipinski', 'larry_dolgin', 'pascal_druant', 'steve_pelot']",['george_p_cosmatos'],"['adventure', 'horror', 'action', 'thriller', 'science_fiction']","['ocean', 'alcohol', 'sea', 'monster', 'mine']",en
4531,little_monsters,"['fred_savage', 'howie_mandel', 'daniel_stern', 'margaret_whitton', 'rick_ducommun', 'ben_savage', 'devin_ratray']",['richard_greenberg'],"['adventure', 'fantasy', 'comedy', 'family']","['monster', 'bed', 'friendship']",en
4532,lock_up,"['sylvester_stallone', 'donald_sutherland', 'john_amos', 'sonny_landham', 'tom_sizemore', 'frank_mcrae', 'darlanne_fluegel', 'william_allen_young', 'jordan_lund', 'larry_romano', 'john_lilla', 'dean_rader_duval', 'kurek_ashley', 'jerry_strivelli', 'david_anthony_marshall', 'michael_petroni', 'danny_trejo', 'frank_d_annibale', 'clarence_moore', 'tony_lip']",['john_flynn'],"['action', 'adventure', 'crime', 'drama', 'thriller']","['prison', 'jail_guard', 'car_mechanic', 'prison_warden']",en
4533,look_who_s_talking,"['john_travolta', 'kirstie_alley', 'olympia_dukakis', 'george_segal', 'bruce_willis', 'abe_vigoda', 'jacob_haines', 'jaryd_waterhouse']",['amy_heckerling'],"['comedy', 'romance']","['single_parent', 'baby', 'pregnancy', 'duringcreditsstinger', 'woman_director']",en
4534,loverboy,"['patrick_dempsey', 'kirstie_alley', 'carrie_fisher', 'kate_jackson', 'nancy_valen', 'robert_ginty', 'barbara_carrera', 'vic_tayback', 'robert_picardo', 'e_g_daily', 'dylan_walsh', 'bernie_coulson']",['joan_micklin_silver'],"['comedy', 'romance']","['infidelity', 'pizza_delivery_boy', 'marital_problem', 'delivery_boy', 'woman_director']",en
4535,major_league,"['tom_berenger', 'charlie_sheen', 'corbin_bernsen', 'margaret_whitton', 'james_gammon', 'rene_russo', 'wesley_snipes', 'charles_cyphers', 'chelcie_ross', 'dennis_haysbert', 'andy_romano', 'bob_uecker', 'steve_yeager', 'peter_vuckovich', 'stacy_carroll', 'richard_pickren', 'kevin_crowley', 'mary_seibel', 'neil_flynn']",['david_s_ward'],['comedy'],"['baseball', 'sport', 'sabotage', 'sombrero', 'baseball_field']",en
4536,meet_the_feebles,"['donna_akersten', 'stuart_devenie', 'mark_hadlow', 'brian_sergent', 'ross_jolly', 'peter_vere_jones', 'mark_wright', 'danny_mulheron', 'jay_snowfield', 'doug_wren', 'peter_jackson']",['peter_jackson'],"['comedy', 'music']","['pornography', 'sex', 'sexual_abuse', 'drug_addiction', 'musical']",en
4537,millennium,"['kris_kristofferson', 'cheryl_ladd', 'daniel_j_travanti', 'robert_joy', 'lloyd_bochner', 'brent_carver', 'david_mcilwraith', 'maury_chaykin', 'al_waxman', 'lawrence_dane', 'thomas_hauff', 'peter_dvorsky', 'raymond_o_neill', 'philip_akin', 'david_calderisi', 'gary_reineke', 'eugene_clark', 'cedric_smith', 'michael_j_reynolds', 'victoria_snow', 'scott_thompson']",['michael_anderson'],"['mystery', 'drama', 'science_fiction', 'thriller']","['airport', 'time_warp', 'future', 'airplane', 'time_travel']",en
4538,miracle_mile,"['anthony_edwards', 'mare_winningham', 'john_agar', 'lou_hancock', 'mykelti_williamson', 'kelly_jo_minter', 'kurt_fuller', 'denise_crosby', 'robert_doqui', 'o_lan_jones', 'claude_earl_jones', 'alan_rosenberg', 'danny_de_la_paz', 'earl_boen', 'diane_delano', 'jenette_goldstein', 'edward_bunker', 'brian_thompson']",['steve_de_jarnatt'],"['romance', 'science_fiction', 'thriller']","['helicopter', 'gun', 'gas_station', 'riot', 'panic']",en
4539,miss_firecracker,"['holly_hunter', 'alfre_woodard', 'mary_steenburgen', 'tim_robbins', 'scott_glenn', 'trey_wilson', 'ann_wedgeworth', 'amy_wright', 'veanne_cox', 'christine_lahti', 'bert_remsen', 'kathleen_chalfant', 'lori_hayes']",['thomas_schlamme'],['comedy'],['independent_film'],en
4540,new_york_stories,"['woody_allen', 'marvin_chatinover', 'mae_questel', 'mia_farrow', 'molly_regan', 'ira_wheeler', 'joan_bud', 'jessie_keosian', 'michael_rizzo', 'george_schindler', 'bridgit_ryan', 'larry_david', 'paul_herman', 'herschel_rosen', 'lola_andre', 'holly_marie_combs', 'nick_nolte', 'rosanna_arquette', 'steve_buscemi', 'illeana_douglas', 'kirsten_dunst', 'martin_scorsese']","['woody_allen', 'francis_ford_coppola', 'martin_scorsese']","['comedy', 'drama', 'romance']","['new_york', 'mother', 'hotel', 'robbery', 'jealousy']",en
4541,next_of_kin,"['patrick_swayze', 'liam_neeson', 'adam_baldwin', 'helen_hunt', 'bill_paxton', 'ted_levine', 'michael_j_pollard', 'andreas_katsulas', 'del_close', 'valentino_cimo', 'paul_greco', 'vincent_guastaferro', 'paul_herman', 'don_herion', 'don_james', 'brett_hadley', 'rodney_hatfield', 'richard_wharton', 'kelly_blair', 'charles_williams', 'michael_wise', 'joseph_r_ryan', 'anndrena_belcher', 'jean_ritchie', 'nancy_jeffrey', 'tina_engle', 'kimberly_cole', 'starla_fugate', 'michael_sassone', 'neil_giuntoli', 'fred_crowther', 'billy_branch', 'celene_evans', 'michael_dizonno', 'tim_quill', 'jack_kandel', 'sally_murphy', 'mark_roberts', 'patrick_balch', 'relioues_webb', 'arlene_lencioni', 'lew_way_chin', 'morgan_biscomb_melto', 'elizabeth_ruf', 'joelle_pasquale', 'mia_ferro', 'keela_gootee', 'pamela_prater', 'mary_ann_berkhart', 'lisa_niemi', 'earl_stevens', 'alison_vesely', 'ben_stiller']",['john_irvin'],"['adventure', 'drama', 'action', 'thriller']",[],en
4542,no_holds_barred,"['hulk_hogan', 'tom_lister_jr_', 'joan_severance', 'kurt_fuller', 'david_paymer', 'jesse_ventura', 'gene_okerlund', 'howard_finkel', 'john_stanley_hansen_ii']",['thomas_j_wright'],"['action', 'drama']",['wrestling'],en
4543,old_gringo,"['jane_fonda', 'gregory_peck', 'jimmy_smits', 'patricio_contreras', 'jenny_gag', 'gabriela_roel', 'sergio_calderon', 'guillermo_rios', 'jim_metzler', 'samuel_valadez_de_la_torre', 'anne_pitoniak', 'pedro_armendariz_jr_', 'stanley_grover', 'josefina_echanove', 'pedro_damian']",['luis_puenzo'],"['action', 'drama', 'romance']","['mexico', 'general', 'writer']",en
4544,the_package,"['gene_hackman', 'joanna_cassidy', 'tommy_lee_jones', 'john_heard', 'dennis_franz', 'pam_grier', 'ron_dean', 'nathan_davis', 'chelcie_ross', 'joe_greco', 'marco_st_john', 'reni_santoni', 'kevin_crowley', 'michael_skewes', 'johnny_lee_davenport', 'juan_ramirez', 'miguel_nino', 'mik_scriba', 'thalmus_rasulala', 'joe_guzaldo', 'michael_tomlinson', 'cody_glenn', 'harry_lennix', 'carlos_sanz', 'diane_timmerman', 'charles_mueller', 'wilhelm_von_homburg', 'anatoli_davydov', 'william_musyka', 'gary_berkovich', 'allen_hamilton', 'greg_noonan', 'harry_teinowitz', 'don_james', 'gary_goldman', 'katherine_lynch', 'mary_seibel', 'joe_d_lauck', 'dick_cusack', 'boris_leskin', 'danny_goldring', 'gregory_alan_williams', 'jack_kandel', 'nicholas_kusenko', 'tina_gluschenko', 'john_w_hardy', 'henry_godinez', 'kathryn_joosten', 'oksana_fedunyszyn', 'ralph_foody', 'mike_bacarella', 'steve_barbro', 'eddie_bo_smith_jr_', 'greg_goossen', 'dennis_cockrum', 'ivory_ocean', 'metta_davis', 'alex_ross', 'will_zahrn', 'michael_gaylord_james', 'nancy_baird', 'gene_barge', 'walter_markley', 'otto_von_wernherr', 'hilda_mclean', 'leon_samoilovich', 'dmitri_polytnsev', 'lana_berkovich', 'john_d_amico', 'ray_allen', 'christine_cassel', 'billy_bosco', 'chad_smith', 'phillip_prerost', 'jack_gold', 'tony_castillo', 'alan_roger_currie', 'kevin_lingle', 'larry_nazimek', 'john_skoubis', 'alison_vesely', 'robert_j_vorbroker', 'mark_williams', 'gary_yates']",['andrew_davis'],"['action', 'adventure', 'crime', 'drama', 'thriller']","['chicago', 'prisoner', 'hitman', 'suspense', 'sergeant']",en
4545,parents,"['randy_quaid', 'mary_beth_hurt', 'sandy_dennis', 'bryan_madorsky', 'juno_mills_cockell', 'deborah_rush', 'kathryn_grody', 'graham_jarvis', 'wayne_robson']",['bob_balaban'],"['comedy', 'drama', 'horror']","['cannibal', 'parents']",en
4546,penn_teller_get_killed,"['penn_jillette', 'teller', 'caitlin_clarke', 'david_patrick_kelly', 'leonardo_cimino', 'celia_mcguire', 'bill_randolph', 'john_miller', 'ellen_whyte', 'ted_neustadt']",['arthur_penn'],"['comedy', 'adventure']","['psychopath', 'prank', 'prankster']",en
4547,pink_cadillac,"['clint_eastwood', 'bernadette_peters', 'timothy_carhart', 'jim_carrey', 'tiffany_gail_robinson', 'angela_louise_robinson', 'john_dennis_johnston', 'michael_des_barres', 'jimmie_f_skaggs', 'bill_moseley', 'michael_champion', 'william_hickey', 'geoffrey_lewis', 'gary_howard_klar', 'dirk_blocker', 'leonard_r_garner_jr_', 'sven_ole_thorsen', 'frances_fisher', 'mara_corday']",['buddy_van_horn'],"['action', 'adventure', 'comedy', 'drama', 'romance']","['billard', 'pool_hall']",en
4548,the_punisher,"['dolph_lundgren', 'louis_gossett_jr_', 'jeroen_krabbe', 'kim_miyori', 'bryan_marshall', 'nancy_everhard', 'barry_otto', 'brian_rooney', 'zoshka_mizak', 'kenji_yamaki', 'hirofumi_kanayama', 'larry_mccormick', 'todd_boyce', 'lani_john_tupu', 'john_negroponte', 'christian_manon', 'brooke_anderson', 'john_samaha', 'donal_gibson', 'ken_wayne', 'roslyn_gentle', 'aku_kadogo', 'char_fontane', 'richard_carter']",['mark_goldblatt'],"['action', 'thriller']","['loss_of_family', 'vigilante', 'marvel_comic', 'based_on_comic', 'revenge']",en
4549,red_scorpion,"['dolph_lundgren', 'm_emmet_walsh', 'al_white', 't_p_mckenna', 'carmen_argenziano', 'alex_colon', 'brion_james', 'greg_latter']",['joseph_zito'],"['action', 'history', 'war']","['traitor', 'cold_war', 'russian', 'mission_of_murder', 'war']",en
